EMP PTO;FIL PTO; ;TP PTO;NUM CARGA;DT CARGA;CUBAGEM;CARGA ETG;DATA ETG;BOX;SHIPMENT;EMP ETG;FIL ETG; ;                              
 21;1127;L; ; 001;20.08.2022;005,8089;         ;          ;    ;         ; 21;1200;D;                                               
 21;1131;L; ; 003;17.08.2022;000,4708;         ;          ;    ;         ; 21;1401;D;                                               
 21;1138;L; ; 001;20.08.2022;000,0681;         ;          ;    ;         ; 21;1200;D;                                               
 21;1149;L; ; 001;16.08.2022;001,7080;         ;          ;    ;         ; 21;1200;D;                                               
 21;1157;L; ; 008;18.08.2022;000,0463;         ;          ;    ;         ; 21;1400;D;                                               
 21;1157;L; ; 001;06.09.2022;001,0012;         ;          ;    ;         ; 21;1400;D;                                               
 21;1161;L; ; 001;22.08.2022;000,7167;         ;          ;    ;         ; 21;1401;D;                                               
 21;1167;L; ; 003;19.08.2022;001,5973;         ;          ;    ;         ; 21;1401;D;                                               
 21;1178;L; ; 001;11.08.2022;000,0067;         ;          ;    ;         ; 21;1401;D;                                               
 21;1189;L; ; 001;13.08.2022;000,8593;         ;          ;    ;         ; 21;1401;D;                                               
 21;1193;L; ; 001;20.08.2022;000,3016;         ;          ;    ;         ; 21;1401;D;                                               
 21;1194;L; ; 001;24.08.2022;000,0040;         ;          ;    ;         ; 21;1401;D;                                               
 21;1195;L; ; 001;22.08.2022;000,6717;         ;          ;    ;         ; 21;1401;D;                                               
 21;1200;D; ; 272;12.08.2022;024,3601;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 026;13.08.2022;000,2331;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 046;13.08.2022;022,3177;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 047;13.08.2022;001,9524;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 019;13.08.2022;001,1461;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 020;13.08.2022;000,4501;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 044;13.08.2022;001,3001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 017;13.08.2022;000,0201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 048;13.08.2022;000,5531;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 049;13.08.2022;000,9106;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 050;13.08.2022;000,0489;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 051;13.08.2022;000,0871;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 021;13.08.2022;000,0514;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 012;13.08.2022;001,2601;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 011;13.08.2022;006,3001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 016;13.08.2022;026,5447;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 015;13.08.2022;000,0041;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 014;13.08.2022;025,0001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 013;13.08.2022;000,0063;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 043;13.08.2022;000,0002;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 087;16.08.2022;008,8059;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 089;16.08.2022;000,0376;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 012;20.08.2022;000,0024;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 001;31.12.2022;000,0000;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;D; ; 002;31.12.2022;000,0000;         ;          ;    ;         ; 21;1200;D;                                               
 21;1200;T; ; 001;06.08.2022;000,7554;         ;          ;    ;         ; 21;1200;D;                                               
 21;1206;L; ; 001;20.08.2022;000,0601;         ;          ;    ;         ; 21;1200;D;                                               
 21;1214;L; ; 002;13.08.2022;000,4124;         ;          ;    ;         ; 21;1200;D;                                               
 21;1218;L; ; 001;20.08.2022;002,2169;         ;          ;    ;         ; 21;1200;D;                                               
 21;1221;L; ; 001;13.08.2022;003,7569;         ;          ;    ;         ; 21;1200;D;                                               
 21;1231;L; ; 001;19.08.2022;000,3030;         ;          ;    ;         ; 21;1200;D;                                               
 21;1248;L; ; 001;20.08.2022;000,1721;         ;          ;    ;         ; 21;1088;D;                                               
 21;1252;L; ; 002;13.08.2022;001,5276;         ;          ;    ;         ; 21;1200;D;                                               
 21;1252;L; ; 001;13.08.2022;000,4741;         ;          ;    ;         ; 21;1200;D;                                               
 21;1253;L; ; 003;17.08.2022;000,0006;         ;          ;    ;         ; 21;1401;D;                                               
 21;1253;L; ; 001;20.08.2022;001,4223;         ;          ;    ;         ; 21;1401;D;                                               
 21;1264;L; ; 001;20.08.2022;000,1085;         ;          ;    ;         ; 21;1200;D;                                               
 21;1265;L; ; 001;20.08.2022;000,3996;         ;          ;    ;         ; 21;1200;D;                                               
 21;1283;L; ; 001;22.08.2022;000,0415;         ;          ;    ;         ; 21;1401;D;                                               
 21;1287;L; ; 003;13.08.2022;001,3950;         ;          ;    ;         ; 21;1200;D;                                               
 21;1287;L; ; 002;13.08.2022;000,3133;         ;          ;    ;         ; 21;1200;D;                                               
 21;1291;L; ; 001;20.08.2022;000,0024;         ;          ;    ;         ; 21;1401;D;                                               
 21;1293;L; ; 001;20.08.2022;000,0199;         ;          ;    ;         ; 21;1200;D;                                               
 21;1304;L; ; 001;20.08.2022;001,5467;         ;          ;    ;         ; 21;1200;D;                                               
 21;1305;L; ; 001;17.08.2022;000,6652;         ;          ;    ;         ; 21;1401;D;                                               
 21;1309;L; ; 001;14.08.2022;000,0023;         ;          ;    ;         ; 21;1400;D;                                               
 21;1317;L; ; 001;20.08.2022;000,0444;         ;          ;    ;         ; 21;1401;D;                                               
 21;1325;L; ; 001;17.08.2022;000,0009;         ;          ;    ;         ; 21;1895;D;                                               
 21;1325;L; ; 001;20.08.2022;000,6379;         ;          ;    ;         ; 21;1895;D;                                               
 21;1367;L; ; 001;20.08.2022;000,7678;         ;          ;    ;         ; 21;1200;D;                                               
 21;1370;L; ; 001;20.08.2022;002,6202;         ;          ;    ;         ; 21;1200;D;                                               
 21;1372;L; ; 001;20.08.2022;000,2539;         ;          ;    ;         ; 21;1200;D;                                               
 21;1372;L; ; 002;20.08.2022;000,3861;         ;          ;    ;         ; 21;1200;D;                                               
 21;1381;L; ; 001;13.08.2022;000,0046;         ;          ;    ;         ; 21;1475;D;                                               
 21;1394;L; ; 001;20.08.2022;002,2250;         ;          ;    ;         ; 21;1200;D;                                               
 21;1395;L; ; 001;20.08.2022;005,7835;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 021;13.08.2022;002,9337;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 025;13.08.2022;002,1789;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 026;13.08.2022;000,0084;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 027;13.08.2022;001,7154;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 020;13.08.2022;000,9981;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 024;13.08.2022;000,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 023;13.08.2022;002,3201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 022;13.08.2022;001,2351;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 016;13.08.2022;007,0001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 017;13.08.2022;001,9576;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 018;13.08.2022;006,9601;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 019;13.08.2022;012,1801;         ;          ;    ;         ; 21;1200;D;                                               
 21;1400;D; ; 015;13.08.2022;003,5001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 042;13.08.2022;003,1501;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 045;13.08.2022;001,2001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 046;13.08.2022;000,7545;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 047;13.08.2022;002,8595;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 043;13.08.2022;003,8501;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 044;13.08.2022;005,0001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 019;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 022;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 026;13.08.2022;014,0031;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 025;13.08.2022;001,8401;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 017;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 018;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 021;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 020;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 014;13.08.2022;009,5701;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 015;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;D; ; 016;13.08.2022;009,7201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1401;T; ; 001;20.08.2022;000,0014;         ;          ;    ;         ; 21;1200;D;                                               
 21;1420;L; ; 001;23.08.2022;000,3102;         ;          ;    ;         ; 21;1760;D;                                               
 21;1422;L; ; 001;20.08.2022;000,0229;         ;          ;    ;         ; 21;1088;D;                                               
 21;1430;L; ; 001;20.08.2022;002,0174;         ;          ;    ;         ; 21;1200;D;                                               
 21;1436;L; ; 001;23.08.2022;000,5909;         ;          ;    ;         ; 21;1760;D;                                               
 21;1445;T; ; 001;20.08.2022;000,1051;         ;          ;    ;         ; 21;1200;D;                                               
 21;1448;L; ; 001;20.08.2022;001,2017;         ;          ;    ;         ; 21;1401;D;                                               
 21;1453;L; ; 001;13.08.2022;000,5355;         ;          ;    ;         ; 21;1200;D;                                               
 21;1459;L; ; 001;22.08.2022;001,4679;         ;          ;    ;         ; 21;1401;D;                                               
 21;1470;L; ; 013;18.08.2022;000,5589;         ;          ;    ;         ; 21;1400;D;                                               
 21;1475;D; ; 004;13.08.2022;002,5201;         ;          ;    ;         ; 21;1200;D;                                               
 21;1475;D; ; 006;13.08.2022;000,0833;         ;          ;    ;         ; 21;1200;D;                                               
 21;1475;D; ; 004;20.08.2022;000,0801;         ;          ;    ;         ; 21;1200;D;                                               
 21;1482;L; ; 006;18.08.2022;000,1497;         ;          ;    ;         ; 21;1400;D;                                               
 21;1487;L; ; 001;13.08.2022;000,4080;         ;          ;    ;         ; 21;1200;D;                                               
 21;1489;T; ; 001;20.08.2022;000,1159;         ;          ;    ;         ; 21;1200;D;                                               
 21;1495;L; ; 001;20.08.2022;000,1325;         ;          ;    ;         ; 21;1401;D;                                               
 21;1499;L; ; 005;18.08.2022;000,3194;         ;          ;    ;         ; 21;1400;D;                                               
 21;1509;L; ; 001;11.08.2022;000,2955;         ;          ;    ;         ; 21;1200;D;                                               
 21;1510;L; ; 001;20.08.2022;000,7645;         ;          ;    ;         ; 21;1200;D;                                               
 21;1515;L; ; 001;14.08.2022;000,0015;         ;          ;    ;         ; 21;1400;D;                                               
 21;1515;L; ; 006;18.08.2022;000,4738;         ;          ;    ;         ; 21;1400;D;                                               
 21;1519;L; ; 001;14.08.2022;000,0009;         ;          ;    ;         ; 21;1400;D;                                               
 21;1519;L; ; 005;18.08.2022;002,2829;         ;          ;    ;         ; 21;1400;D;                                               
 21;1529;L; ; 001;20.08.2022;000,1831;         ;          ;    ;         ; 21;1475;D;                                               
 21;1540;L; ; 001;14.08.2022;002,2072;         ;          ;    ;         ; 21;1400;D;                                               
 21;1565;L; ; 001;20.08.2022;000,1301;         ;          ;    ;         ; 21;1200;D;                                               
 21;1570;L; ; 005;18.08.2022;001,7559;         ;          ;    ;         ; 21;1400;D;                                               
 21;1573;L; ; 008;18.08.2022;000,0031;         ;          ;    ;         ; 21;1400;D;                                               
 21;1579;L; ; 006;18.08.2022;002,9309;         ;          ;    ;         ; 21;1400;D;                                               
 21;1590;L; ; 001;20.08.2022;000,5459;         ;          ;    ;         ; 21;1200;D;                                               
 21;1596;L; ; 001;10.08.2022;000,0062;         ;          ;    ;         ; 21;1401;D;                                               
 21;1624;D; ; 003;20.08.2022;000,1733;         ;          ;    ;         ; 21;1200;D;                                               
 21;1632;L; ; 001;20.08.2022;000,0048;         ;          ;    ;         ; 21;1635;D;                                               
 21;1635;D; ; 002;20.08.2022;000,4292;         ;          ;    ;         ; 21;1200;D;                                               
 21;1635;D; ; 003;20.08.2022;000,0655;         ;          ;    ;         ; 21;1200;D;                                               
 21;1638;L; ; 001;22.08.2022;000,0022;         ;          ;    ;         ; 21;1640;D;                                               
 21;1640;D; ; 011;13.08.2022;000,2170;         ;          ;    ;         ; 21;1401;D;                                               
 21;1640;D; ; 008;13.08.2022;000,1631;         ;          ;    ;         ; 21;1401;D;                                               
 21;1640;D; ; 009;13.08.2022;000,1586;         ;          ;    ;         ; 21;1401;D;                                               
 21;1640;T; ; 001;20.08.2022;000,0035;         ;          ;    ;         ; 21;1401;D;                                               
 21;1645;L; ; 001;22.08.2022;001,5511;         ;          ;    ;         ; 21;1640;D;                                               
 21;1648;L; ; 001;19.08.2022;000,7154;         ;          ;    ;         ; 21;1640;D;                                               
 21;1669;L; ; 001;20.08.2022;001,0668;         ;          ;    ;         ; 21;1401;D;                                               
 21;1671;L; ; 010;18.08.2022;001,9107;         ;          ;    ;         ; 21;1400;D;                                               
 21;1673;D; ; 010;20.08.2022;000,0036;         ;          ;    ;         ; 21;1400;D;                                               
 21;1688;L; ; 001;13.08.2022;000,3110;         ;          ;    ;         ; 21;1792;D;                                               
 21;1692;L; ; 003;18.08.2022;002,5064;         ;          ;    ;         ; 21;1736;D;                                               
 21;1696;L; ; 002;18.08.2022;000,0401;         ;          ;    ;         ; 21;1736;D;                                               
 21;1705;L; ; 001;18.08.2022;000,7735;         ;          ;    ;         ; 21;1887;D;                                               
 21;1711;L; ; 001;18.08.2022;000,0011;         ;          ;    ;         ; 21;1887;D;                                               
 21;1714;L; ; 001;18.08.2022;001,5756;         ;          ;    ;         ; 21;1887;D;                                               
 21;1715;L; ; 001;13.08.2022;000,2042;         ;          ;    ;         ; 21;1640;D;                                               
 21;1744;L; ; 001;18.08.2022;000,0010;         ;          ;    ;         ; 21;1600;D;                                               
 21;1750;L; ; 001;10.08.2022;000,5953;         ;          ;    ;         ; 21;1200;D;                                               
 21;1752;L; ; 001;18.08.2022;000,3918;         ;          ;    ;         ; 21;1673;D;                                               
 21;1760;D; ; 012;13.08.2022;001,2501;         ;          ;    ;         ; 21;1200;D;                                               
 21;1760;D; ; 017;13.08.2022;000,0986;         ;          ;    ;         ; 21;1200;D;                                               
 21;1760;D; ; 013;13.08.2022;001,7001;         ;          ;    ;         ; 21;1200;D;                                               
 21;1760;D; ; 014;13.08.2022;000,0620;         ;          ;    ;         ; 21;1200;D;                                               
 21;1760;D; ; 015;13.08.2022;000,0335;         ;          ;    ;         ; 21;1200;D;                                               
 21;1760;D; ; 016;13.08.2022;006,9601;         ;          ;    ;         ; 21;1200;D;                                               
 21;1773;L; ; 001;18.08.2022;000,0929;         ;          ;    ;         ; 21;1887;D;                                               
 21;1775;L; ; 001;18.08.2022;000,0013;         ;          ;    ;         ; 21;1887;D;                                               
 21;1781;L; ; 001;18.08.2022;000,0547;         ;          ;    ;         ; 21;1887;D;                                               
 21;1786;L; ; 001;15.08.2022;000,0037;         ;          ;    ;         ; 21;1200;D;                                               
 21;1791;L; ; 001;18.08.2022;000,0611;         ;          ;    ;         ; 21;1887;D;                                               
 21;1810;L; ; 009;18.08.2022;000,0011;         ;          ;    ;         ; 21;1875;D;                                               
 21;1811;L; ; 008;19.08.2022;000,0952;         ;          ;    ;         ; 21;1875;D;                                               
 21;1832;L; ; 001;18.08.2022;000,0231;         ;          ;    ;         ; 21;1400;D;                                               
 21;1846;L; ; 009;19.08.2022;000,0440;         ;          ;    ;         ; 21;1875;D;                                               
 21;1855;L; ; 001;20.08.2022;001,3634;         ;          ;    ;         ; 21;1200;D;                                               
 21;1862;L; ; 001;11.08.2022;000,0036;         ;          ;    ;         ; 21;1999;D;                                               
 21;1864;L; ; 001;11.08.2022;000,0081;         ;          ;    ;         ; 21;1999;D;                                               
 21;1875;D; ; 012;20.08.2022;000,0671;         ;          ;    ;         ; 21;1400;D;                                               
 21;1875;D; ; 011;20.08.2022;000,6051;         ;          ;    ;         ; 21;1400;D;                                               
 21;1877;D; ; 006;20.08.2022;000,0121;         ;          ;    ;         ; 21;1200;D;                                               
 21;1882;D; ; 001;10.08.2022;001,7533;         ;          ;    ;         ; 21;1200;D;                                               
 21;1882;D; ; 001;16.08.2022;000,1301;         ;          ;    ;         ; 21;1200;D;                                               
 21;1887;D; ; 006;20.08.2022;000,9275;         ;          ;    ;         ; 21;1887;D;                                               
 21;1887;D; ; 007;20.08.2022;000,9335;         ;          ;    ;         ; 21;1887;D;                                               
 21;1907;L; ; 001;13.08.2022;000,1677;         ;          ;    ;         ; 21;1200;D;                                               
 21;1907;L; ; 001;15.08.2022;000,0011;         ;          ;    ;         ; 21;1200;D;                                               
 21;1919;L; ; 001;23.08.2022;000,0209;         ;          ;    ;         ; 21;1895;D;                                               
 21;1941;D; ; 001;13.08.2022;000,5576;         ;          ;    ;         ; 21;1401;D;                                               
 21;1941;D; ; 001;20.08.2022;000,0361;         ;          ;    ;         ; 21;1401;D;                                               
 21;1972;L; ; 001;13.08.2022;008,4078;         ;          ;    ;         ; 21;1200;D;                                               
 21;2025;L; ; 009;18.08.2022;000,4788;         ;          ;    ;         ; 21;1400;D;                                               
 21;2044;L; ; 001;18.08.2022;000,0205;         ;          ;    ;         ; 21;1887;D;                                               
 21;2047;L; ; 001;20.08.2022;000,0231;         ;          ;    ;         ; 21;1200;D;                                               
 21;2061;L; ; 001;20.08.2022;001,5791;         ;          ;    ;         ; 21;1200;D;                                               
 21;2076;L; ; 001;18.08.2022;000,0952;         ;          ;    ;         ; 21;1887;D;                                               
 21;2086;L; ; 001;11.08.2022;000,0006;         ;          ;    ;         ; 21;1200;D;                                               
 21;2096;L; ; 001;22.08.2022;001,0119;         ;          ;    ;         ; 21;1887;D;                                               
 21;2118;L; ; 001;18.08.2022;000,3959;         ;          ;    ;         ; 21;1887;D;                                               
 21;2121;L; ; 001;19.08.2022;000,0272;         ;          ;    ;         ; 21;1887;D;                                               
 21;2129;L; ; 010;18.08.2022;000,0207;         ;          ;    ;         ; 21;1887;D;                                               
 21;2161;L; ; 001;20.08.2022;000,0223;         ;          ;    ;         ; 21;1088;D;                                               
 21;2164;L; ; 007;18.08.2022;000,3994;         ;          ;    ;         ; 21;1887;D;                                               
 21;2170;L; ; 001;20.08.2022;000,5850;         ;          ;    ;         ; 21;1200;D;                                               
 21;2172;L; ; 001;20.08.2022;000,0223;         ;          ;    ;         ; 21;1088;D;                                               
 21;2179;L; ; 001;16.08.2022;000,0046;         ;          ;    ;         ; 21;1475;D;                                               
 21;2192;L; ; 001;20.08.2022;000,0119;         ;          ;    ;         ; 21;1088;D;                                               
 21;2197;L; ; 001;20.08.2022;000,1574;         ;          ;    ;         ; 21;1887;D;                                               
 21;2203;L; ; 001;18.08.2022;000,0019;         ;          ;    ;         ; 21;1875;D;                                               
 21;2204;L; ; 001;15.08.2022;000,0073;         ;          ;    ;         ; 21;1640;D;                                               
 21;2205;L; ; 001;19.08.2022;000,0019;         ;          ;    ;         ; 21;1875;D;                                               
 21;2210;L; ; 001;18.08.2022;000,0027;         ;          ;    ;         ; 21;1875;D;                                               
 21;2211;L; ; 001;18.08.2022;000,0433;         ;          ;    ;         ; 21;1875;D;                                               
 21;2217;L; ; 001;18.08.2022;000,0042;         ;          ;    ;         ; 21;1875;D;                                               
 21;2218;L; ; 001;18.08.2022;000,1978;         ;          ;    ;         ; 21;1875;D;                                               
 21;2230;L; ; 001;18.08.2022;001,2273;         ;          ;    ;         ; 21;1877;D;                                               
 21;2234;L; ; 001;20.08.2022;000,5566;         ;          ;    ;         ; 21;1400;D;                                               
 21;2236;L; ; 001;18.08.2022;000,0077;         ;          ;    ;         ; 21;1999;D;                                               
 21;2241;D; ; 005;20.08.2022;000,5165;         ;          ;    ;         ; 21;1200;D;                                               
 21;2241;D; ; 006;20.08.2022;000,0612;         ;          ;    ;         ; 21;1200;D;                                               
 21;2244;L; ; 001;18.08.2022;001,2665;         ;          ;    ;         ; 21;2241;D;                                               
 21;2245;L; ; 001;18.08.2022;000,3919;         ;          ;    ;         ; 21;2241;D;                                               
 21;2246;L; ; 001;18.08.2022;000,2572;         ;          ;    ;         ; 21;2241;D;                                               
 21;2247;L; ; 001;18.08.2022;001,5123;         ;          ;    ;         ; 21;2241;D;                                               
 21;2248;L; ; 001;18.08.2022;001,4167;         ;          ;    ;         ; 21;2241;D;                                               
 21;2249;L; ; 001;18.08.2022;000,8503;         ;          ;    ;         ; 21;2241;D;                                               
 21;2250;L; ; 001;20.08.2022;000,9883;         ;          ;    ;         ; 21;1673;D;                                               
 21;2251;L; ; 001;18.08.2022;001,5147;         ;          ;    ;         ; 21;2241;D;                                               
 21;2255;L; ; 007;18.08.2022;001,2698;         ;          ;    ;         ; 21;2241;D;                                               
 21;2256;L; ; 001;18.08.2022;001,3759;         ;          ;    ;         ; 21;2241;D;                                               
 21;2257;L; ; 001;20.08.2022;000,2495;         ;          ;    ;         ; 21;1400;D;                                               
 21;2261;L; ; 008;18.08.2022;000,6612;         ;          ;    ;         ; 21;2241;D;                                               
 21;2262;L; ; 002;19.08.2022;000,0163;         ;          ;    ;         ; 21;1400;D;                                               
 21;2264;L; ; 001;18.08.2022;000,0437;         ;          ;    ;         ; 21;1887;D;                                               
 21;2266;L; ; 001;20.08.2022;000,0031;         ;          ;    ;         ; 21;1887;D;                                               
 21;2267;L; ; 001;18.08.2022;001,9580;         ;          ;    ;         ; 21;2241;D;                                               
 21;2273;L; ; 001;18.08.2022;000,1554;         ;          ;    ;         ; 21;2241;D;                                               
 21;2280;L; ; 001;18.08.2022;001,9401;         ;          ;    ;         ; 21;2241;D;                                               
 21;2281;L; ; 001;19.08.2022;000,4258;         ;          ;    ;         ; 21;1875;D;                                               
 21;2282;L; ; 015;18.08.2022;000,7808;         ;          ;    ;         ; 21;1736;D;                                               
 21;2287;L; ; 001;17.08.2022;000,0029;         ;          ;    ;         ; 21;1875;D;                                               
 21;2287;L; ; 001;18.08.2022;001,3236;         ;          ;    ;         ; 21;1875;D;                                               
 21;2288;L; ; 001;17.08.2022;000,0897;         ;          ;    ;         ; 21;1999;D;                                               
 21;2289;L; ; 001;18.08.2022;001,2721;         ;          ;    ;         ; 21;2241;D;                                               
 21;2291;L; ; 001;11.08.2022;000,0037;         ;          ;    ;         ; 21;1999;D;                                               
